Rk,Player,Age
651,Marcus Pettersson\pettema01,21
652,Dion Phaneuf\phanedi01,32
652,Dion Phaneuf\phanedi01,32
652,Dion Phaneuf\phanedi01,32
653,Blake Pietila\pietibl01,24
654,Alex Pietrangelo\pietral01,28
655,Neal Pionk\pionkne01,22
656,Brandon Pirri\pirribr01,26
657,Tyler Pitlick\pitlity01,26
658,Tomas Plekanec\plekato01,35
658,Tomas Plekanec\plekato01,35
658,Tomas Plekanec\plekato01,35
659,Brayden Point\pointbr01,21
660,Roman Polak\polakro01,31
661,Jason Pominville\pominja01,35
662,Tucker Poolman\poolmtu01,24
663,Paul Postma\postmpa01,28
664,Benoit Pouliot\poulibe01,31
665,Derrick Pouliot\poulide01,24
666,Shane Prince\princsh01,25
667,Nate Prosser\prossna01,31
667,Nate Prosser\prossna01,31
667,Nate Prosser\prossna01,31
668,Dalton Prout\proutda01,27
669,Ivan Provorov\provoiv01,21
670,Jesse Puljujarvi\puljuje01,19
671,Ryan Pulock\pulocry01,23
672,Tom Pyatt\pyattto01,30
673,Mark Pysyk\pysykma01,26
674,John Quenneville\quennjo02,21
675,Kyle Quincey\quincky01,32
676,Alan Quine\quineal01,24
677,Alexander Radulov\radulal01,31
678,Michael Raffl\rafflmi01,29
679,Rickard Rakell\rakelri01,24
680,Mikko Rantanen\rantami01,21
681,Victor Rask\raskvi01,24
682,Dennis Rasmussen\rasmude01,27
683,Ty Rattie\rattity01,24
684,Kyle Rau\rauky01,25
685,Matt Read\readma01,31
686,Ryan Reaves\reavery01,31
686,Ryan Reaves\reavery01,31
686,Ryan Reaves\reavery01,31
687,Zach Redmond\redmoza01,29
688,Mike Reilly\reillmi01,24
688,Mike Reilly\reillmi01,24
688,Mike Reilly\reillmi01,24
689,Sam Reinhart\reinhsa01,22
690,Mitch Reinke\reinkmi01,21
691,Brad Richardson\richabr02,32
692,Tobias Rieder\riedeto01,25
692,Tobias Rieder\riedeto01,25
692,Tobias Rieder\riedeto01,25
693,Morgan Rielly\riellmo01,23
694,Zac Rinaldo\rinalza01,27
695,Rasmus Ristolainen\ristora01,23
696,Brett Ritchie\ritchbr01,24
697,Nick Ritchie\ritchni01,22
698,Eric Robinson\robiner01,22
699,Jack Rodewald\rodewja01,23
700,Evan Rodrigues\rodriev01,24
701,Kevin Rooney\rooneke01,24
702,Calle Rosen\rosenca01,23
703,Jack Roslovic\rosloja01,21
704,Antoine Roussel\roussan01,28
705,Carter Rowney\rowneca01,28
706,Kevin Roy\royke01,24
707,Nicolas Roy\royni01,20
708,Chad Ruhwedel\ruhwech01,27
709,Kris Russell\russekr01,30
710,Bryan Rust\rustbr01,25
711,Jan Rutta\ruttaja02,27
712,Bobby Ryan\ryanbo01,30
713,Derek Ryan\ryande01,31
714,Joakim Ryan\ryanjo02,24
715,Kerby Rychel\rycheke01,23
716,Brandon Saad\saadbr01,25
717,Miikka Salomaki\salommi01,24
718,Travis Sanheim\sanhetr01,21
719,Steven Santini\santist01,22
720,Ashton Sautner\sautnas01,23
721,David Savard\savarda01,27
722,Luca Sbisa\sbisalu01,28
723,Marco Scandella\scandma01,27
724,Colton Sceviour\scevico01,28
725,Tim Schaller\schalti01,27
726,Mark Scheifele\scheima01,24
727,Brayden Schenn\schenbr01,26
728,Luke Schenn\schenlu01,28
729,Nikita Scherbak\scherni01,22
730,David Schlemko\schleda01,30
731,Jordan Schmaltz\schmajo01,24
732,Nick Schmaltz\schmani01,21
733,Nate Schmidt\schmina01,26
734,Jordan Schroeder\schrojo01,27
735,Justin Schultz\schulju01,27
736,Jaden Schwartz\schwaja01,25
737,Brent Seabrook\seabrbr01,32
738,Daniel Sedin\sedinda01,37
739,Henrik Sedin\sedinhe01,37
740,Lukas Sedlak\sedlalu01,24
741,Nick Seeler\seeleni01,24
742,Tyler Seguin\seguity01,26
743,Dennis Seidenberg\seidede01,36
744,Andrej Sekera\sekeran01,31
745,Mikhail Sergachev\sergami01,19
746,Damon Severson\severda01,23
747,Ben Sexton\sextobe01,26
748,Patrick Sharp\sharppa01,36
749,Kevin Shattenkirk\shattke01,29
750,Andrew Shaw\shawan01,26
751,Logan Shaw\shawlo01,26
751,Logan Shaw\shawlo01,26
751,Logan Shaw\shawlo01,26
752,Riley Sheahan\sheahri01,26
752,Riley Sheahan\sheahri01,26
752,Riley Sheahan\sheahri01,26
753,Conor Sheary\shearco01,25
754,Vadim Shipachyov\shipava01,30
755,Devin Shore\shorede01,23
756,Nick Shore\shoreni01,25
756,Nick Shore\shoreni01,25
756,Nick Shore\shoreni01,25
756,Nick Shore\shoreni01,25
757,Patrick Sieloff\sielopa01,23
758,Duncan Siemens\siemedu01,24
759,Dylan Sikura\sikurdy01,22
760,Jakob Silfverberg\silfvja01,27
761,Wayne Simmonds\simmowa01,29
762,Dominik Simon\simondo01,23
763,Colton Sissons\sissoco01,24
764,Jeff Skinner\skinnje01,25
765,Brady Skjei\skjeibr01,23
766,Jaccob Slavin\slavija01,23
767,Anton Slepyshev\slepyan01,23
768,Brendan Smith\smithbr05,28
769,Craig Smith\smithcr01,28
770,Gemel Smith\smithge02,23
771,Reilly Smith\smithre01,26
772,Zack Smith\smithza01,29
773,Devante Smith-Pelly\smithde06,25
774,Vladimir Sobotka\sobotvl01,30
775,Carl Soderberg\soderca01,32
776,Marcus Sorensen\sorenma01,25
777,Nikita Soshnikov\soshnni01,24
777,Nikita Soshnikov\soshnni01,24
777,Nikita Soshnikov\soshnni01,24
778,Carson Soucy\soucyca01,23
779,Jason Spezza\spezzja01,34
780,Ryan Spooner\spoonry01,26
780,Ryan Spooner\spoonry01,26
780,Ryan Spooner\spoonry01,26
781,Daniel Sprong\spronda01,20
782,Ryan Sproul\sproury01,25
783,Jared Spurgeon\spurgja01,28
784,Eric Staal\staaler01,33
785,Jordan Staal\staaljo01,29
786,Marc Staal\staalma01,31
787,Drew Stafford\staffdr01,32
788,Matt Stajan\stajama01,34
789,Steven Stamkos\stamkst01,27
790,Paul Stastny\stastpa01,32
790,Paul Stastny\stastpa01,32
790,Paul Stastny\stastpa01,32
791,Troy Stecher\stechtr01,23
792,Alex Steen\steenal01,33
793,Lee Stempniak\stemple01,34
794,Derek Stepan\stepade01,27
795,Chandler Stephenson\stephch02,23
796,Chris Stewart\stewach02,30
796,Chris Stewart\stewach02,30
796,Chris Stewart\stewach02,30
797,Mark Stone\stonema01,25
798,Michael Stone\stonemi01,27
799,Anton Stralman\stralan01,31
800,Mark Streit\streima01,40
801,Dylan Strome\stromdy01,20
802,Ryan Strome\stromry01,24
803,P.K. Subban\subbapk01,28
804,Oskar Sundqvist\sundqos01,23
805,Andrej Sustr\sustran01,27
806,Ryan Suter\suterry01,33
807,Brandon Sutter\suttebr03,28
808,Evgeny Svechnikov\svechev01,21
809,Jordan Szwarz\szwarjo01,26
810,Brandon Tanev\tanevbr01,26
811,Chris Tanev\tanevch01,28
812,Vladimir Tarasenko\tarasvl01,26
813,Tomas Tatar\tatarto01,27
813,Tomas Tatar\tatarto01,27
813,Tomas Tatar\tatarto01,27
814,John Tavares\tavarjo01,27
815,Matt Tennyson\tennyma01,27
816,Teuvo Teravainen\teravte01,23
817,Troy Terry\terrytr01,20
818,Shea Theodore\theodsh01,22
819,Nate Thompson\thompna01,33
819,Nate Thompson\thompna01,33
819,Nate Thompson\thompna01,33
820,Tage Thompson\thompta01,20
821,Chris Thorburn\thorbch01,34
822,Joe Thornton\thornjo01,38
823,Chris Tierney\tiernch01,23
824,Owen Tippett\tippeow01,18
825,Matthew Tkachuk\tkachma01,20
826,Jonathan Toews\toewsjo01,29
827,Tyler Toffoli\toffoty01,25
828,Eeli Tolvanen\tolvaee01,18
829,Dominic Toninato\tonindo01,23
830,Vincent Trocheck\trochvi01,24
831,Zach Trotman\trotmza01,27
832,Jacob Trouba\troubja01,23
833,Alex Tuch\tuchal01,21
834,Dominic Turgeon\turgedo01,21
835,Kyle Turris\turriky01,28
835,Kyle Turris\turriky01,28
835,Kyle Turris\turriky01,28
836,Scottie Upshall\upshasc01,34
837,Rinat Valiev\valieri01,22
838,Curtis Valk\valkcu01,24
839,James van Riemsdyk\vanrija01,28
840,Trevor van Riemsdyk\vanritr01,26
841,Thomas Vanek\vanekth01,34
841,Thomas Vanek\vanekth01,34
841,Thomas Vanek\vanekth01,34
842,Sami Vatanen\vatansa01,26
842,Sami Vatanen\vatansa01,26
842,Sami Vatanen\vatansa01,26
843,Frank Vatrano\vatrafr01,23
843,Frank Vatrano\vatrafr01,23
843,Frank Vatrano\vatrafr01,23
844,Antoine Vermette\vermean01,35
845,Kris Versteeg\verstkr01,31
846,Jimmy Vesey\veseyji02,24
847,Jake Virtanen\virtaja01,21
848,Marc-Edouard Vlasic\vlasima01,30
849,Jakub Voracek\voracja01,28
850,Jakub Vrana\vranaja01,21
851,Radim Vrbata\vrbatra01,36
852,Chris Wagner\wagnech01,26
852,Chris Wagner\wagnech01,26
852,Chris Wagner\wagnech01,26
853,Nathan Walker\walkena01,23
853,Nathan Walker\walkena01,23
853,Nathan Walker\walkena01,23
854,Lucas Wallmark\wallmlu01,22
855,Joel Ward\wardjo02,37
856,David Warsofsky\warsoda01,27
857,Austin Watson\watsoau01,26
858,Jordan Weal\wealjo01,25
859,Shea Weber\webersh01,32
860,Yannick Weber\weberya01,29
861,MacKenzie Weegar\weegama01,24
862,Dale Weise\weiseda01,29
863,Andy Welinski\welinan01,24
864,Alexander Wennberg\wennbal01,23
865,Zach Werenski\werenza01,20
866,Blake Wheeler\wheelbl01,31
867,Colin White\whiteco02,21
868,Zach Whitecloud\whiteza01,21
869,Chris Wideman\widemch01,28
870,Justin Williams\williju01,36
871,Colin Wilson\wilsoco01,28
872,Scott Wilson\wilsosc01,25
872,Scott Wilson\wilsosc01,25
872,Scott Wilson\wilsosc01,25
872,Scott Wilson\wilsosc01,25
873,Tom Wilson\wilsoto01,23
874,Tommy Wingels\wingeto01,29
874,Tommy Wingels\wingeto01,29
874,Tommy Wingels\wingeto01,29
875,Daniel Winnik\winnida01,32
876,Luke Witkowski\witkolu01,27
877,Christian Wolanin\wolanch01,22
878,Miles Wood\woodmi01,22
879,Nail Yakupov\yakupna01,24
880,Kailer Yamamoto\yamamka01,19
881,Keith Yandle\yandlke01,31
882,Pavel Zacha\zachapa01,20
883,Nikita Zadorov\zadorni01,22
884,Nikita Zaitsev\zaitsni01,26
885,Travis Zajac\zajactr01,32
886,Henrik Zetterberg\zettehe01,37
887,Mika Zibanejad\zibanmi01,24
888,Mats Zuccarello\zuccama01,30
889,Jason Zucker\zuckeja01,26
890,Valentin Zykov\zykovva01,22
